transaction_id,date,user_id,country,city,product_id,category_x,subcategory,unit_price,quantity,discount_code,payment_type,device,channel,referrer,is_return,return_date,status,notes,revenue,coupon_value,shipping_cost,product_name,category_y,yyyy_mm,net_amount
0HWsy0QMnRYl,2025-08-12 13:32:29,6,FR,Lyon,1134,Mode,Chaussures,15.49,3.0,,crypto,mobile,web,tiktok,0,,paid,,46.47,,,Chaussures 15,Mode,2025-08,46.47
HCY4RBwl3yym,2025-08-07 20:08:19,1808,DE,Munich,1192,Sport,Fitness,27.3,1.0,,card,desktop,web,newsletter,0,,paid,,27.3,,,Fitness 13,Sport,2025-08,27.3
ZwNAAcgGfmBK,2025-09-14 23:38:20,271,MA,Rabat,1115,Maison,Literie,28.52,2.0,,paypal,mobile,app,google,0,,paid,,57.04,,,Literie 16,Maison,2025-09,57.04
88LHm8JUMHjA,2025-08-30 08:45:00,1356,DE,Munich,1248,Beauté,Soins,59.31,1.0,,crypto,desktop,web,instagram,0,,pending,,59.31,,,Soins 9,Beauté,2025-08,59.31
mdLz6eM9eIw3,2025-09-16 01:16:06,28,FR,Paris,1126,Mode,Chaussures,14.95,1.0,,interac,mobile,web,google,0,,refunded,,14.95,,,Chaussures 7,Mode,2025-09,14.95
FBS8Qrf1jCOO,2025-07-08 04:04:55,446,MA,Marrakech,1273,Beauté,Maquillage,24.66,1.0,ÉTÉ2025,interac,mobile,web,friend,0,,paid,,24.66,,,Maquillage 14,Beauté,2025-07,24.66
gq5xEdTwprnN,2025-08-11 05:24:16,72,MA,Rabat,1093,Maison,Décoration,20.83,5.0,WELCOME10,paypal,mobile,marketplace,friend,0,,paid,,104.14999999999999,,,Décoration 14,Maison,2025-08,104.14999999999999
PubNlllp8LKT,2025-07-10 21:08:18,1463,FR,Toulouse,1094,Maison,Décoration,20.16,5.0,,paypal,desktop,app,newsletter,0,,paid,"Livraison express, signature exigée",100.8,,,Décoration 15,Maison,2025-07,100.8
rVGXasa8c1jm,2025-07-02 13:12:22,855,MA,Rabat,1242,Beauté,Soins,31.58,5.0,,paypal,mobile,web,tiktok,0,,pending,,157.89999999999998,,,Soins 3,Beauté,2025-07,157.89999999999998
S0G3QQ3ueJjL,2025-08-07 16:20:03,155,US,Boston,1234,Sport,Randonnée,71.66,1.0,WELCOME10,paypal,mobile,web,friend,0,,failed,,71.66,,,Randonnée 15,Sport,2025-08,71.66
KnYI7OXlW1lL,2025-08-16 18:13:23,1615,DE,Munich,1240,Beauté,Soins,16.51,1.0,,paypal,desktop,web,instagram,0,,pending,,16.51,,,Soins 1,Beauté,2025-08,16.51
dGoVDovKxUcI,2025-07-02 08:28:08,1472,MA,Casablanca,1050,Électronique,Tablettes,28.85,1.0,,crypto,mobile,boutique,direct,0,,paid,,28.85,,,Tablettes 11,Électronique,2025-07,28.85
mQeO6biUqOPz,2025-07-28 17:42:35,589,CA,Montréal,1225,Sport,Randonnée,42.29,2.0,WELCOME10,crypto,mobile,app,direct,0,,paid,,84.58,,,Randonnée 6,Sport,2025-07,84.58
DcoEpCGrOUUW,2025-09-28 03:13:09,553,US,Seattle,1076,Maison,Cuisine,25.62,1.0,WELCOME10,crypto,mobile,marketplace,instagram,0,,paid,,25.62,,,Cuisine 17,Maison,2025-09,25.62
xUOMOcxRcLmV,2025-07-29 18:54:28,1095,FR,Paris,1235,Sport,Randonnée,33.68,3.0,,crypto,tablet,app,instagram,0,,paid,,101.03999999999999,,,Randonnée 16,Sport,2025-07,101.03999999999999
O7sReRXXibgl,2025-07-01 06:39:54,947,FR,Toulouse,1048,Électronique,Tablettes,29.13,2.0,,paypal,mobile,web,newsletter,0,,paid,,58.26,,,Tablettes 9,Électronique,2025-07,58.26
OGqRFd3RMrmi,2025-09-08 06:31:45,1506,FR,Lyon,1232,Sport,Randonnée,25.1,1.0,,paypal,mobile,app,instagram,0,,refunded,,25.1,,,Randonnée 13,Sport,2025-09,25.1
LWZ8wzjH4QDo,2025-09-16 22:08:26,1702,CA,Vancouver,1092,Maison,Décoration,17.27,5.0,,card,mobile,web,direct,0,,paid,,86.35,,,Décoration 13,Maison,2025-09,86.35
U5Ez9IxG9ntc,2025-09-04 06:58:39,1057,FR,Paris,1156,Mode,Vêtements,62.36,1.0,,crypto,desktop,marketplace,google,0,,paid,,62.36,,,Vêtements 17,Mode,2025-09,62.36
KsMzpHOejTrq,2025-07-09 11:40:35,1810,US,San Francisco,1118,Maison,Literie,43.44,1.0,,interac,desktop,web,google,0,,paid,,43.44,,,Literie 19,Maison,2025-07,43.44
WOKepEDiSuWT,2025-07-19 02:13:00,536,FR,Paris,1227,Sport,Randonnée,14.31,5.0,,crypto,mobile,web,direct,0,,pending,,71.55,,,Randonnée 8,Sport,2025-07,71.55
mCkb1HRr7ExX,2025-10-13 05:52:10,1024,DE,Berlin,1107,Maison,Literie,26.77,1.0,,crypto,desktop,boutique,friend,0,,pending,,26.77,,,Literie 8,Maison,2025-10,26.77
3iL1rRYwMODz,2025-09-24 12:24:39,118,FR,Marseille,1051,Électronique,Tablettes,20.24,5.0,,card,mobile,web,instagram,0,,refunded,,101.19999999999999,,,Tablettes 12,Électronique,2025-09,101.19999999999999
Mk9TsuZHRsYw,2025-09-03 01:02:02,281,FR,Toulouse,1013,Électronique,Téléphones,9.42,5.0,WELCOME10,interac,mobile,web,direct,0,,paid,,47.1,,,Téléphones 14,Électronique,2025-09,47.1
OPLcSZlpnqpZ,2025-08-06 05:05:50,1515,CA,Gatineau,1129,Mode,Chaussures,19.07,2.0,WELCOME10,interac,tablet,web,newsletter,0,,paid,"Livraison express, signature exigée",38.14,,,Chaussures 10,Mode,2025-08,38.14
lRjS4QnHg4zy,2025-09-29 23:44:29,211,MA,Casablanca,1226,Sport,Randonnée,25.33,1.0,,paypal,mobile,app,direct,1,,paid,,25.33,,,Randonnée 7,Sport,2025-09,25.33
STba58R45QQs,2025-09-08 21:03:54,365,FR,Toulouse,1020,Électronique,Écouteurs,51.05,5.0,,interac,mobile,web,instagram,0,,paid,,255.25,,,Écouteurs 1,Électronique,2025-09,255.25
QWEBox9rM2VH,2025-10-04 18:25:11,1626,MA,Marrakech,1012,Électronique,Téléphones,27.69,3.0,,interac,mobile,web,google,0,,paid,,83.07000000000001,,,Téléphones 13,Électronique,2025-10,83.07000000000001
LeI6qccFOAs0,2025-07-08 07:31:04,1650,DE,Hamburg,1060,Maison,Cuisine,19.31,1.0,,card,mobile,web,google,0,,paid,"Paiement réessayé, ok",19.31,,,Cuisine 1,Maison,2025-07,19.31
olGc97KYZUzx,2025-07-02 23:07:38,358,DE,Hamburg,1043,Électronique,Tablettes,21.1,5.0,,crypto,mobile,web,tiktok,0,,paid,,105.5,,,Tablettes 4,Électronique,2025-07,105.5
Xa93lyEeAbeC,2025-10-15 13:37:00,425,DE,Berlin,1260,Beauté,Maquillage,15.43,1.0,,interac,mobile,boutique,newsletter,0,,failed,,15.43,,,Maquillage 1,Beauté,2025-10,15.43
iSfhF27renvj,2025-09-11 10:39:36,760,FR,Paris,1154,Mode,Vêtements,28.4,1.0,ÉTÉ2025,paypal,mobile,web,tiktok,0,,paid,,28.4,,,Vêtements 15,Mode,2025-09,28.4
MNCo0vIMyQkV,2025-07-01 08:44:38,231,MA,Marrakech,1143,Mode,Vêtements,26.91,5.0,STUDENT,crypto,desktop,app,tiktok,0,,pending,"Livraison express, signature exigée",134.55,,,Vêtements 4,Mode,2025-07,134.55
ZWJfXfIcSOvJ,2025-07-22 23:18:56,586,CA,Québec,1179,Mode,Accessoires,95.59,3.0,,interac,mobile,web,newsletter,0,,paid,,286.77,,,Accessoires 20,Mode,2025-07,286.77
TGf5FdS52hJj,2025-09-20 09:14:18,618,DE,Hamburg,1256,Beauté,Soins,46.22,2.0,BLACKFRIDAY,paypal,mobile,app,friend,0,,paid,,92.44,,,Soins 17,Beauté,2025-09,92.44
JKVkjyiDWDIe,2025-07-09 18:22:27,671,MA,Marrakech,1130,Mode,Chaussures,11.3,1.0,,paypal,mobile,web,newsletter,0,,paid,,11.3,,,Chaussures 11,Mode,2025-07,11.3
OLUk5vq6pgXH,2025-07-30 13:08:09,1274,MA,Casablanca,1137,Mode,Chaussures,20.88,3.0,WELCOME10,card,mobile,web,direct,0,,paid,,62.64,,,Chaussures 18,Mode,2025-07,62.64
Bjvdoi0bdqzg,2025-07-26 21:51:55,1592,US,Boston,1110,Maison,Literie,9.4,1.0,BLACKFRIDAY,crypto,mobile,app,newsletter,0,,paid,,9.4,,,Literie 11,Maison,2025-07,9.4
KxfcSvTkDye8,2025-07-01 18:39:04,1424,DE,Hamburg,1035,Électronique,Écouteurs,13.32,1.0,STUDENT,paypal,mobile,boutique,instagram,0,,paid,,13.32,,,Écouteurs 16,Électronique,2025-07,13.32
2sxsytAgLCg5,2025-10-10 03:08:15,128,MA,Marrakech,1035,Électronique,Écouteurs,13.32,1.0,ÉTÉ2025,paypal,mobile,app,tiktok,0,,paid,,13.32,,,Écouteurs 16,Électronique,2025-10,13.32
blQcWfB3ZBMd,2025-09-02 01:32:09,1155,US,Seattle,1098,Maison,Décoration,24.6,5.0,ÉTÉ2025,interac,tablet,web,google,0,,pending,"Livraison express, signature exigée",123.0,,,Décoration 19,Maison,2025-09,123.0
g5kgSwNiKmKD,2025-10-11 00:25:41,496,US,San Francisco,1161,Mode,Accessoires,36.36,3.0,,crypto,mobile,web,newsletter,0,,paid,,109.08,,,Accessoires 2,Mode,2025-10,109.08
HyzMH8xvYKWA,2025-08-14 19:36:08,1041,CA,Gatineau,1121,Mode,Chaussures,15.57,2.0,,card,mobile,app,instagram,0,,paid,,31.14,,,Chaussures 2,Mode,2025-08,31.14
SqcvhEwHAYeR,2025-09-23 21:34:44,457,US,Boston,1025,Électronique,Écouteurs,25.93,1.0,,interac,tablet,web,google,0,,pending,,25.93,,,Écouteurs 6,Électronique,2025-09,25.93
hO3MaCBKXNx5,2025-10-06 06:43:07,1295,DE,Hamburg,1277,Beauté,Maquillage,18.17,1.0,,paypal,mobile,app,friend,0,,paid,,18.17,,,Maquillage 18,Beauté,2025-10,18.17
8bg9RvB64mwF,2025-09-17 08:33:33,1874,FR,Toulouse,1277,Beauté,Maquillage,18.17,1.0,STUDENT,paypal,desktop,app,friend,0,,paid,,18.17,,,Maquillage 18,Beauté,2025-09,18.17
oenfYnO8OKa4,2025-09-15 05:05:08,1464,DE,Berlin,1058,Électronique,Tablettes,28.95,2.0,WELCOME10,paypal,mobile,app,instagram,0,,paid,,57.9,,,Tablettes 19,Électronique,2025-09,57.9
pUUnyf6DdVG9,2025-08-20 08:56:28,1600,FR,Toulouse,1093,Maison,Décoration,20.83,5.0,,interac,desktop,web,instagram,0,,paid,,104.14999999999999,,,Décoration 14,Maison,2025-08,104.14999999999999
91spjgJVkgv1,2025-07-08 21:49:09,945,FR,Toulouse,1006,Électronique,Téléphones,54.03,1.0,WELCOME10,paypal,mobile,web,newsletter,0,,paid,,54.03,,,Téléphones 7,Électronique,2025-07,54.03
PvbDwV3tJdvJ,2025-07-24 12:37:30,91,US,Boston,1069,Maison,Cuisine,17.77,3.0,STUDENT,card,tablet,app,friend,0,,paid,,53.31,,,Cuisine 10,Maison,2025-07,53.31
9xfYnlILDdSN,2025-07-08 20:14:03,1799,FR,Lyon,1080,Maison,Décoration,21.98,1.0,,card,desktop,web,direct,0,,paid,,21.98,,,Décoration 1,Maison,2025-07,21.98
nMWTyuZjfk9r,2025-07-18 03:19:06,22,MA,Casablanca,1014,Électronique,Téléphones,10.36,3.0,,paypal,mobile,app,instagram,0,,paid,,31.08,,,Téléphones 15,Électronique,2025-07,31.08
fUekoSV6QciN,2025-08-10 19:12:33,104,DE,Munich,1080,Maison,Décoration,21.98,1.0,,crypto,desktop,web,friend,0,,paid,,21.98,,,Décoration 1,Maison,2025-08,21.98
1ZBz6VC4Fh0F,2025-07-05 10:39:08,1546,FR,Paris,1176,Mode,Accessoires,24.69,1.0,BLACKFRIDAY,crypto,desktop,marketplace,google,0,,paid,,24.69,,,Accessoires 17,Mode,2025-07,24.69
RixrDIahaYDR,2025-08-20 10:00:16,1362,MA,Casablanca,1058,Électronique,Tablettes,28.95,3.0,WELCOME10,paypal,mobile,web,direct,0,,paid,,86.85,,,Tablettes 19,Électronique,2025-08,86.85
qGjBK4ClkPXf,2025-08-01 18:55:19,37,DE,Berlin,1130,Mode,Chaussures,11.3,1.0,WELCOME10,interac,tablet,web,google,0,,pending,,11.3,,,Chaussures 11,Mode,2025-08,11.3
xFuZLZfBqJ6a,2025-07-02 21:06:08,940,MA,Rabat,1289,Beauté,Cheveux,17.97,1.0,,crypto,desktop,app,friend,0,,pending,,17.97,,,Cheveux 10,Beauté,2025-07,17.97
oLM4rmItUzAP,2025-07-14 10:22:36,1556,MA,Rabat,1125,Mode,Chaussures,73.35,5.0,,crypto,tablet,web,direct,0,,paid,,366.75,,,Chaussures 6,Mode,2025-07,366.75
